datetime,txn
2018-03-01 09:53:01,352, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,366, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,380, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,401, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,426, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,453, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,477, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,483, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,532, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,543, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,597, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,598, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,628, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,661, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,707, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,750, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,753, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,760, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,817, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,818, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,852, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,866, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,908, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,917, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,980, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:01,994, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,029, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,060, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,087, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,113, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,134, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,146, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,162, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,193, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,199, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,218, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,256, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,256, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,282, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,307, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,332, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,381, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,404, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,408, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,429, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,432, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,519, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,519, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,575, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,591, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,595, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,626, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,639, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,639, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,639, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,695, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,700, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,720, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,722, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,747, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,790, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,826, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,832, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,833, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,833, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,833, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,871, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,899, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,920, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,951, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:02,966, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,000, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,016, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,016, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,045, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,046, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,062, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,091, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,108, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,130, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,136, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,155, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,173, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,184, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,245, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,273, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,273, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,293, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,294, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,317, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,318, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,337, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,364, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,381, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,451, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,467, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,488, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,497, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,519, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,552, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,566, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,579, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,606, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,611, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,631, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,677, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,700, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,720, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,739, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,753, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,762, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,762, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,790, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,825, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,851, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,876, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,887, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,909, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,932, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:03,956, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,005, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,015, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,058, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,075, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,115, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,129, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,161, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,182, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,214, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,233, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,318, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,318, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,367, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,392, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,425, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,439, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,463, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,473, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,474, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,485, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,530, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,535, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,576, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,604, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,637, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,642, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,643, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,653, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,696, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,701, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,742, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,766, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,776, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,776, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,794, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,827, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,847, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,863, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,879, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,892, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,929, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,985, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:04,992, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,040, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,077, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,091, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,098, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,109, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,171, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,180, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,216, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,240, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,254, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,254, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,278, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,290, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,331, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,338, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,376, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,388, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,420, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,436, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,464, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,484, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,513, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,522, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,540, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,561, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,588, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,607, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,629, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,636, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,669, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,714, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,715, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,727, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,750, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,773, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,803, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,829, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,847, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,869, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,875, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,894, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,926, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:05,947, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,021, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,055, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,081, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,109, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,133, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,162, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,196, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,197, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,219, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,253, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,279, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,290, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,348, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,351, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,357, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,358, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,399, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,410, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,450, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,467, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,484, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,500, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,532, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,567, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,592, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,612, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,619, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,631, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,645, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,696, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,718, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,746, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,767, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,793, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,857, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,875, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,909, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,935, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,978, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,983, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:06,992, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,027, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,079, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,082, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,136, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,152, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,190, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,225, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,267, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,277, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,323, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,348, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,349, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,420, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,451, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,469, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,473, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,476, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,476, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,520, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,528, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,586, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,600, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,661, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,677, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,719, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,719, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,750, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,768, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,795, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,815, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,833, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,849, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,863, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,911, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,939, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,970, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:07,990, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,018, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,032, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,040, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,064, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,111, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,122, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,171, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,183, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,187, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,228, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,241, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,276, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,292, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,325, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,353, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,378, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,418, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,423, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,484, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,485, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,503, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,511, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,530, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,533, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,580, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,581, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,612, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,672, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,684, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,745, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,747, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,799, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,812, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,853, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,861, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,892, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,904, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,923, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,953, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,969, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:08,997, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,016, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,021, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,041, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,045, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,067, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,102, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,104, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,136, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,144, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,158, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,187, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,201, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,226, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,237, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,278, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,296, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,351, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,382, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,388, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,397, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,431, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,446, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,479, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,486, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,505, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,537, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,566, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,587, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,610, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,626, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,640, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,655, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,686, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,702, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,740, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,751, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,786, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,801, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,835, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,871, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,881, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,953, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:09,999, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,108, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,218, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,258, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,418, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,461, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,602, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,654, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,719, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,737, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,773, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,835, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,876, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,931, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,961, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,976, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:10,995, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,012, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,041, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,092, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,094, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,145, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,157, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,195, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,259, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,263, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,320, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,325, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,366, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,374, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,393, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,413, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,448, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,457, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,517, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,525, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,525, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,557, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,614, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,630, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,665, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,677, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,723, Workqueue DWM: Sending message: Workflow
2018-03-01 09:53:11,738, Workqueue DWM: Sending message: Workflow
